date,WS MAX KM,TEMP MIN DEG,TEMP MAX DEG,RH MIN %,RH MAX %,RAIN SUM MM,Weather COLD/HOT,Weather Rainfall,Wind State,PM25
4/23/2020,4,24.7,24.8,93.3,93.7,,HOT,DRY,Calm,104
4/24/2020,37.4,21.3,31,74.2,98,,COLD,DRY,Windy,110
4/25/2020,36,21.8,32.3,65.8,98,0,COLD,DRY,Windy,95
4/26/2020,46.4,22.2,32.2,66.4,98,0,HOT,DRY,Windy,81
4/27/2020,34.6,22.4,33,55.5,98,0,HOT,DRY,Calm,104
4/28/2020,38.9,23.1,31.4,69.6,98,0,HOT,DRY,Windy,124
4/29/2020,24.1,23,32.7,63.6,98,0,HOT,DRY,Calm,107
4/30/2020,42.5,24,32.7,66.3,98,0,HOT,DRY,Windy,106
5/1/2020,23,23.4,29.7,75.7,98,0,HOT,Rainy,Calm,130
5/2/2020,58.7,21,32.1,72.1,98,15,COLD,DRY,Windy,110
5/3/2020,31.3,23.2,34.2,57.2,98,0,HOT,DRY,Calm,95
5/4/2020,19.4,24.4,35.2,56.5,98,0,HOT,DRY,Calm,142
5/5/2020,57.6,27,36.1,58,98,0,HOT,DRY,Windy,85
5/6/2020,45.4,22.9,32.4,65.8,98,0,HOT,DRY,Windy,90
5/7/2020,16.2,24,29.6,76.8,98,0,HOT,DRY,Calm,150
5/8/2020,12.6,27.7,31.1,67.3,84.5,,HOT,DRY,Calm,132
5/9/2020,14.8,29.1,29.6,85,89.7,,HOT,#REF!,Calm,147
1/20/2022,12.2,12.4,23.6,,,0,COLD,DRY,Calm,241
1/21/2022,8.3,11.1,26.5,,,0,COLD,DRY,Calm,281
1/22/2022,6.8,13.4,22.6,,,0,COLD,DRY,Calm,286
1/23/2022,10.8,13.6,23.6,,,0.6,COLD,Rainy,Calm,290
1/24/2022,25.2,15.4,21.7,,,5.4,COLD,DRY,Calm,188
1/25/2022,10.1,14.6,27.2,,,0,COLD,DRY,Calm,311
1/26/2022,16.2,15.6,27.7,,,0,COLD,Rainy,Calm,229
1/27/2022,20.2,12.3,24,,,4.4,COLD,DRY,Calm,198
1/28/2022,16.6,9.7,22.7,,,0,COLD,DRY,Calm,189
1/29/2022,23,9.1,21.8,,,0,COLD,DRY,Calm,229
1/30/2022,19.4,9.1,23.1,,,0,COLD,DRY,Calm,242
1/31/2022,13.3,9.9,25.9,,,0,COLD,DRY,Calm,365
2/1/2022,24.1,12,27.8,,,0,COLD,DRY,Calm,235
2/2/2022,10.1,12.4,29.1,,,0,COLD,DRY,Calm,264
2/3/2022,15.1,16.5,28.4,,,0,COLD,Rainy,Calm,219
2/4/2022,32.4,15.5,26.8,,,50.8,COLD,DRY,Calm,179
2/5/2022,24.8,12.1,24.8,,,0,COLD,DRY,Calm,156
2/6/2022,18,9.9,23.5,,,0,COLD,DRY,Calm,181
2/7/2022,16.2,10.5,24.4,,,0,COLD,DRY,Calm,178
2/8/2022,10.8,11.3,26.5,,,0,COLD,DRY,Calm,246
2/9/2022,11.5,12.9,27.6,,,0,COLD,DRY,Calm,259
2/10/2022,8.6,15.1,23.3,,,0,COLD,DRY,Calm,260
2/11/2022,18.4,13.6,25.9,,,0,COLD,DRY,Calm,215
2/12/2022,25.6,11.4,25.2,,,0,COLD,DRY,Calm,192
2/13/2022,24.1,11,26.8,,,0,COLD,DRY,Calm,204
2/14/2022,19.1,11.8,27.7,,,0,COLD,DRY,Calm,199
2/15/2022,22.3,11.9,27.9,,,0,COLD,DRY,Calm,210
2/16/2022,20.2,10.6,27.9,,,0,COLD,DRY,Calm,206
2/17/2022,22.7,11.8,28.4,,,0,COLD,DRY,Calm,233
2/18/2022,23,11.6,28.4,,,0,COLD,DRY,Calm,205
2/19/2022,20.9,10.9,28.6,,,0,COLD,Rainy,Calm,200
2/20/2022,38.5,12.7,29,,,3.8,COLD,DRY,Windy,205
2/21/2022,19.4,15.5,29.7,,,0,COLD,DRY,Calm,186
2/22/2022,17.3,15.8,29.5,,,0,COLD,DRY,Calm,179
5/21/2022,30.2,24.4,30.3,,,0.2,HOT,DRY,Calm,139
5/22/2022,19.8,23.5,36.1,,,0,HOT,DRY,Calm,155
5/23/2022,23.4,24.6,37.5,,,0,HOT,DRY,Calm,148
5/24/2022,21.6,25.4,38.6,,,0,HOT,Rainy,Calm,161
5/25/2022,65.5,21.5,35.7,,,29.8,COLD,Rainy,Windy,167
5/26/2022,38.2,23.7,37.3,,,17.2,HOT,Rainy,Windy,163
5/27/2022,46.8,22.9,34.8,,,17.6,HOT,DRY,Windy,164
5/28/2022,32.8,24.7,38.1,,,0.4,HOT,DRY,Calm,167
5/29/2022,42.8,23.6,30.7,,,0.4,HOT,DRY,Windy,173
5/30/2022,15.8,26.3,35.9,,,0,HOT,Rainy,Calm,166
5/31/2022,29.2,25.7,37.3,,,11.4,HOT,DRY,Calm,160
6/1/2022,22.7,26.8,33.4,,,0.2,HOT,DRY,Calm,164
6/2/2022,45.7,26.6,36.2,,,0,HOT,DRY,Windy,155
6/3/2022,22,27.1,35.4,,,0,HOT,DRY,Calm,148
6/4/2022,23,26.6,37.8,,,0,HOT,DRY,Calm,133
6/5/2022,27,28.3,36.1,,,0,HOT,Rainy,Calm,148
6/6/2022,65.2,21.8,37,,,19.4,COLD,DRY,Windy,145
6/7/2022,21.2,27.4,37,,,0,HOT,DRY,Calm,154
6/8/2022,21.2,28,37.1,,,0,HOT,Rainy,Calm,160
6/9/2022,54.4,21.1,35.3,,,38.4,COLD,DRY,Windy,149
6/10/2022,26.3,24.6,37.1,,,0,HOT,DRY,Calm,159
6/11/2022,26.6,27.3,36.9,,,0,HOT,DRY,Calm,161
6/12/2022,33.5,28,36.2,,,0,HOT,DRY,Calm,149
6/13/2022,32.8,28.6,36.3,,,0,HOT,DRY,Calm,137
6/14/2022,33.5,29,34,,,0,HOT,Rainy,Calm,144
6/15/2022,31.3,25.5,35.8,,,24.4,HOT,Rainy,Calm,126
6/16/2022,26.6,26.1,33.9,,,3.6,HOT,Rainy,Calm,140
6/17/2022,47.5,24,33,,,2.2,HOT,Rainy,Windy,113
6/18/2022,43.6,24.6,32.2,,,2,HOT,Rainy,Windy,102
6/19/2022,47.5,24.5,32.3,,,1.4,HOT,Rainy,Windy,128
6/20/2022,29.5,24.1,33.6,,,51.8,HOT,DRY,Calm,116
6/21/2022,20.2,25.8,35.2,,,0,HOT,DRY,Calm,136
6/22/2022,20.2,26.1,34.1,,,0,HOT,DRY,Calm,128
6/23/2022,24.1,25.8,36.1,,,0,HOT,DRY,Calm,135
6/24/2022,25.2,26.2,36.8,,,0,HOT,Rainy,Calm,120
6/25/2022,23,26.3,35.3,,,3.2,HOT,DRY,Calm,113
6/26/2022,20.9,26.5,35.4,,,0,HOT,Rainy,Calm,115
6/27/2022,28.8,26.1,41.1,,,1,HOT,Rainy,Calm,91
6/28/2022,22.7,26.3,38.6,,,5,HOT,Rainy,Calm,92
6/29/2022,20.9,26.8,35.3,,,1.4,HOT,Rainy,Calm,122
6/30/2022,28.4,25.4,35.3,,,31.4,HOT,DRY,Calm,146
7/1/2022,22,26.9,37.6,,,0.4,HOT,DRY,Calm,119
7/2/2022,22.3,26.6,38.2,,,0,HOT,Rainy,Calm,108
7/3/2022,24.8,26.6,38.1,,,15.2,HOT,DRY,Calm,114
7/4/2022,16.6,26.7,39.6,,,0,HOT,DRY,Calm,133
7/5/2022,20.5,26.3,38.7,,,0,HOT,DRY,Calm,140
7/6/2022,20.9,26.6,34.6,,,0.6,HOT,DRY,Calm,102
7/7/2022,17.6,26.7,40.2,,,0.4,HOT,DRY,Calm,123
7/8/2022,18.7,26.6,39.3,,,0,HOT,Rainy,Calm,105
7/9/2022,25.6,26.6,39.1,,,6.2,HOT,Rainy,Calm,96
7/10/2022,23,27.1,37.4,,,4.2,HOT,Rainy,Calm,77
7/11/2022,25.9,26.2,37.6,,,1.4,HOT,DRY,Calm,80
7/12/2022,26.3,27,38.7,,,0.8,HOT,DRY,Calm,85
7/13/2022,33.5,27.5,38.5,,,0.4,HOT,DRY,Calm,84
7/14/2022,33.5,27.4,40,,,0,HOT,Rainy,Calm,89
7/15/2022,28.4,27.1,39.7,,,1.8,HOT,DRY,Calm,95
7/16/2022,24.1,27.1,39.6,,,0.8,HOT,DRY,Calm,74
7/17/2022,27.4,26.9,37.2,,,0.6,HOT,Rainy,Calm,#N/A
7/18/2022,24.5,25.8,38.8,,,22.4,HOT,DRY,Calm,106
7/19/2022,26.6,27.1,36.9,,,0,HOT,DRY,Calm,100
7/20/2022,28.1,27.4,38.7,,,0,HOT,DRY,Calm,128
7/21/2022,21.6,27.1,38.4,,,0,HOT,DRY,Calm,132
7/22/2022,19.8,27.2,39.1,,,0,HOT,DRY,Calm,115
7/23/2022,25.6,26.7,36,,,0,HOT,DRY,Calm,117
7/24/2022,20.5,26.2,34.5,,,0,HOT,DRY,Calm,111
7/25/2022,22.7,24.8,34.8,,,0,HOT,DRY,Calm,#N/A
7/26/2022,19.8,25.6,37.1,,,0,HOT,DRY,Calm,#N/A
7/27/2022,18.4,25.3,40.6,,,0,HOT,DRY,Calm,#N/A
7/28/2022,28.1,26.4,39.9,,,0,HOT,DRY,Calm,#N/A
7/29/2022,15.1,26.2,41.1,,,0,HOT,DRY,Calm,#N/A
7/30/2022,30.2,25.2,40.3,,,0,HOT,DRY,Calm,#N/A
7/31/2022,24.5,26.7,38.6,,,0,HOT,DRY,Calm,#N/A
8/1/2022,21.6,26.8,38.3,,,0,HOT,DRY,Calm,#N/A
8/2/2022,24.1,26.8,39.9,,,0,HOT,DRY,Calm,186
8/3/2022,15.8,27.2,37.5,,,0,HOT,DRY,Calm,149
8/4/2022,19.4,26.5,39.5,,,0,HOT,DRY,Calm,125
8/5/2022,27.4,26.5,40.1,,,0,HOT,DRY,Calm,118
8/6/2022,21.6,27.1,39.5,,,0,HOT,DRY,Calm,94
8/7/2022,22,26.5,39.6,,,0,HOT,DRY,Calm,80
8/8/2022,28.1,26.3,37.4,,,0,HOT,DRY,Calm,69
8/9/2022,42.8,25.6,36.1,,,0,HOT,DRY,Windy,64
8/10/2022,31.7,25.6,34.8,,,0,HOT,DRY,Calm,67
8/11/2022,24.1,25.6,33.7,,,0,HOT,DRY,Calm,71
8/12/2022,12.6,25.8,38.2,,,0,HOT,DRY,Calm,91
8/13/2022,25.6,26.6,35.7,,,0,HOT,DRY,Calm,90
8/14/2022,44.6,25,29.3,,,0,HOT,DRY,Windy,67
8/15/2022,19.4,26.6,34.5,,,0,HOT,DRY,Calm,103
8/16/2022,18,26,40.2,,,0,HOT,DRY,Calm,104
8/17/2022,14.8,27.1,39.7,,,0,HOT,DRY,Calm,145
8/18/2022,38.9,24.8,39.6,,,0,HOT,DRY,Windy,127
8/19/2022,29.2,25.7,31.4,,,0,HOT,DRY,Calm,78
8/20/2022,30.2,26.9,36.4,,,0,HOT,DRY,Calm,86
8/21/2022,20.9,26.6,38.6,,,0,HOT,DRY,Calm,112
8/22/2022,11.9,26.3,40.1,,,0,HOT,DRY,Calm,123
8/23/2022,15.8,25.5,36.9,,,0,HOT,DRY,Calm,120
8/24/2022,19.8,25.7,36.9,,,0,HOT,DRY,Calm,88
8/25/2022,13.7,25.1,38.5,,,0,HOT,DRY,Calm,128
8/26/2022,14.8,25.8,39.1,,,0,HOT,DRY,Calm,111
8/27/2022,25.9,26.1,37.6,,,0,HOT,DRY,Calm,118
8/28/2022,25.9,26.8,37.9,,,0,HOT,DRY,Calm,101
8/29/2022,14.4,26.1,40.6,,,0,HOT,DRY,Calm,97
8/30/2022,19.1,26,40.7,,,0,HOT,DRY,Calm,98
8/31/2022,19.4,26.2,39.8,,,0,HOT,DRY,Calm,94
9/1/2022,19.4,27.1,41,,,0,HOT,DRY,Calm,83
9/2/2022,21.2,26.9,40.2,,,0,HOT,DRY,Calm,86
9/3/2022,23,27.5,38.5,,,0,HOT,DRY,Calm,101
9/4/2022,27.4,26.3,38.3,,,0,HOT,DRY,Calm,125
9/5/2022,20.5,26.3,36.9,,,0,HOT,DRY,Calm,112
9/6/2022,18.7,26.7,38.9,,,0,HOT,DRY,Calm,118
9/7/2022,28.4,26.9,40.4,,,0,HOT,DRY,Calm,99
9/8/2022,20.5,26.6,40.2,,,0,HOT,DRY,Calm,158
9/9/2022,26.6,26.3,39.3,,,0,HOT,DRY,Calm,114
9/10/2022,36.7,25.5,39,,,0,HOT,DRY,Windy,116
9/11/2022,29.2,25.5,33.6,,,0,HOT,DRY,Calm,67
9/12/2022,22,24.8,30.2,,,0,HOT,DRY,Calm,87
9/13/2022,28.1,24.2,30.1,,,0,HOT,DRY,Calm,100
9/14/2022,27.4,25.2,30.3,,,0,HOT,DRY,Calm,97
9/15/2022,24.5,25.1,35.2,,,0,HOT,DRY,Calm,104
9/16/2022,18.4,24.8,37.7,,,0,HOT,DRY,Calm,119
9/17/2022,13.7,26,38.3,,,0,HOT,DRY,Calm,152
9/18/2022,15.8,25.9,35.9,,,0,HOT,DRY,Calm,168
9/19/2022,21.6,25.9,37.3,,,0,HOT,DRY,Calm,109
9/20/2022,28.1,26.5,35.9,,,0,HOT,DRY,Calm,75
9/21/2022,24.8,26.7,36.8,,,0,HOT,DRY,Calm,111
9/22/2022,28.4,26.6,38.7,,,0,HOT,DRY,Calm,122
9/23/2022,18,26.2,38.1,,,0,HOT,DRY,Calm,111
9/24/2022,12.2,26.1,37.7,,,0,HOT,DRY,Calm,125
9/25/2022,12.2,25.7,38.3,,,0,HOT,DRY,Calm,132
9/26/2022,16.6,26.3,38.4,,,0,HOT,DRY,Calm,143
9/27/2022,11.5,26,35.2,,,0,HOT,DRY,Calm,159
9/28/2022,11.5,26.3,39.5,,,0,HOT,DRY,Calm,184
9/29/2022,18.7,26.5,36.8,,,0,HOT,DRY,Calm,170
9/30/2022,13,26.2,40.5,,,0,HOT,DRY,Calm,156
10/1/2022,12.2,27,38.4,,,0,HOT,DRY,Calm,157
10/2/2022,25.6,25.7,37.1,,,0,HOT,DRY,Calm,117
10/3/2022,24.8,25.5,31,,,0,HOT,DRY,Calm,107
10/4/2022,35.6,24.3,36,,,0,HOT,DRY,Windy,97
10/5/2022,14.8,25.8,37.6,,,0,HOT,DRY,Calm,88
10/6/2022,31.3,25.3,37.5,,,0,HOT,DRY,Calm,115
10/7/2022,12.2,25.2,39.4,,,0,HOT,DRY,Calm,175
10/8/2022,13.3,25.8,39,,,0,HOT,DRY,Calm,137
10/9/2022,12.6,26.1,39,,,0,HOT,DRY,Calm,106
10/10/2022,14.8,25.8,38.4,,,0,HOT,DRY,Calm,82
10/11/2022,19.1,26.1,36.9,,,0,HOT,DRY,Calm,71
10/12/2022,23.8,25.3,36.7,,,0,HOT,DRY,Calm,88
10/13/2022,14,25.3,37.6,,,0,HOT,DRY,Calm,125
10/14/2022,13.3,25.4,37.5,,,0,HOT,DRY,Calm,158
10/15/2022,19.8,24.8,36.9,,,0,HOT,DRY,Calm,133
10/16/2022,19.8,23.8,35.8,,,0,HOT,DRY,Calm,153
10/17/2022,17.6,22.5,36.3,,,0,HOT,DRY,Calm,162
10/18/2022,15.1,24.8,36.8,,,0,HOT,DRY,Calm,158
10/19/2022,19.8,24.3,35.4,,,0,HOT,DRY,Calm,143
10/20/2022,22.3,23.9,36.1,,,0,HOT,DRY,Calm,153
10/21/2022,21.2,22.2,35.8,,,0,HOT,DRY,Calm,134
10/22/2022,16.2,23.6,37.2,,,0,HOT,DRY,Calm,128
10/23/2022,10.4,24.5,29.2,,,0,HOT,DRY,Calm,162
10/24/2022,74.9,21.3,24.6,,,0,COLD,DRY,Windy,79
10/25/2022,24.8,21,33.3,,,0,COLD,DRY,Calm,85
10/26/2022,9,20.8,34.9,,,0,COLD,DRY,Calm,159
10/27/2022,19.1,22,34.1,,,0,HOT,DRY,Calm,163
10/28/2022,18.7,21.2,33.9,,,0,COLD,DRY,Calm,171
10/29/2022,14,20.6,33.7,,,0,COLD,DRY,Calm,162
10/30/2022,13.3,19.3,35.6,,,0,COLD,DRY,Calm,159
10/31/2022,14.4,20.8,35.9,,,0,COLD,DRY,Calm,168
11/1/2022,18,22.1,35.1,,,0,HOT,DRY,Calm,157
11/2/2022,16.2,22,34.8,,,0,HOT,DRY,Calm,155
11/3/2022,8.6,20.4,32.3,,,0,COLD,DRY,Calm,160
11/4/2022,13.3,19.3,33,,,0,COLD,DRY,Calm,182
